species,trait
Alle_alle,-23.75699714448153
Pinguinus_impennis,88.916926832591
Alca_torda,13.136661458463486
Uria_lomvia,18.28975910971061
Uria_aalge,31.37678915650237
Cepphus_grylle,1.3541316317409695
Cepphus_columba,3.716527258706375
Brachyramphus_marmoratus,-17.187078149308412
Brachyramphus_brevirostris,-24.631674513037424
Synthliboramphus_hypoleucus,-16.17668751840253
Synthliboramphus_craveri,-17.224024604531323
Synthliboramphus_antiquus,-21.772164229266846
Ptychoramphus_aleuticus,-20.067563146938916
Aethia_psittacula,-18.007878154723876
Aethia_cristatella,-22.12776576190118
Aethia_pusilla,-31.645572669356525
Aethia_pygmaea,-31.488908435156997
Cerorhinca_monocerata,7.660180345232619
Fratercula_arctica,19.26854764260727
Fratercula_corniculata,24.456184000793833
Fratercula_cirrhata,35.91060689075702
